ticker,date,senti_pos,senti_neu,senti_neg,senti_score,senti_count,pct_ai_news,pct_chip_news,pct_reg_news,news_volatility,senti_count_z
AMD,2024-04-03,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD,2024-04-06,0.20142650604248047,2.4409011530224234e-05,0.7985490560531616,-0.59712255,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-04-08,0.3361942768096924,0.23897409439086914,0.42483165860176086,-0.088637374,3.0,0.0,0.0,0.0,1.0115343,0.6129529734138341
AMD,2024-04-11,0.0003333954664412886,0.00018285591795574874,0.9994837045669556,-0.99915034,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-04-12,0.3774048388004303,0.5839048027992249,0.03869038447737694,0.33871445,3.0,0.6666666666666666,0.3333333333333333,0.0,0.57273394,0.6129529734138341
AMD,2024-04-13,0.5330531001091003,0.4379286766052246,0.029018200933933258,0.50403494,4.0,0.75,0.25,0.0,0.57271826,1.2806338908824748
AMD,2024-04-17,0.7107374668121338,0.25057172775268555,0.038690850138664246,0.6720466,3.0,0.6666666666666666,0.3333333333333333,0.0,0.56801564,0.6129529734138341
AMD,2024-04-18,0.3151198923587799,0.2525840699672699,0.4322960674762726,-0.117176175,4.0,0.25,0.0,0.0,0.83274865,1.2806338908824748
AMD,2024-04-19,0.6602527499198914,0.3334393799304962,0.006307868752628565,0.6539449,3.0,0.0,0.0,0.0,0.5663917,0.6129529734138341
AMD,2024-04-20,2.6381670181763184e-09,1.0,1.898444423886758e-08,-1.6346277e-08,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-04-21,8.945355745026973e-08,0.9999992847442627,5.822400339638989e-07,-4.9278646e-07,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-04-22,0.15854880213737488,0.20099642872810364,0.6404548287391663,-0.481906,5.0,0.2,0.0,0.0,0.73902524,1.9483148083511157
AMD,2024-04-27,0.005741551518440247,0.03880897909402847,0.9554494619369507,-0.94970787,2.0,0.0,0.0,0.0,0.015579456,-0.05472794405480653
AMD,2024-04-28,0.0286876168102026,0.12743981182575226,0.8438725471496582,-0.81518495,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-04-29,0.0286876168102026,0.12743981182575226,0.8438725471496582,-0.81518495,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-04-30,0.00017502268019597977,0.08199324458837509,0.9178317785263062,-0.9176567,2.0,0.5,0.0,0.0,0.11643168,-0.05472794405480653
AMD,2024-05-01,0.005454761441797018,0.8977905511856079,0.09675466269254684,-0.0912999,2.0,0.0,0.0,0.0,0.12911762,-0.05472794405480653
AMD,2024-05-02,0.5464727878570557,0.15663430094718933,0.296892911195755,0.24957986,7.0,0.42857142857142855,0.2857142857142857,0.0,0.9263987,3.283676643288397
AMD,2024-05-05,0.010230625048279762,0.5193016529083252,0.4704677164554596,-0.4602371,2.0,0.5,0.0,0.0,0.6508732,-0.05472794405480653
AMD,2024-05-10,8.423165854765102e-05,1.431281248187588e-06,0.999914288520813,-0.99983007,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-05-16,0.19345277547836304,0.011925282888114452,0.7946219444274902,-0.6011691,3.0,0.0,0.0,0.0,0.65962344,0.6129529734138341
AMD,2024-07-07,1.9490313718506513e-07,0.9999996423721313,1.2702042795353918e-07,6.788271e-08,1.0,1.0,1.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-08,6.106527621341229e-07,0.9999977350234985,1.6496638863827684e-06,-1.0390111e-06,2.0,0.0,0.5,0.0,1.4594302e-06,-0.05472794405480653
AMD,2024-07-11,1.6217142047025845e-06,0.9789938926696777,0.021004466339945793,-0.021002846,3.0,0.6666666666666666,0.0,0.0,0.03636334,0.6129529734138341
AMD,2024-07-12,1.0066422873933334e-05,1.8865553101932164e-06,0.9999880790710449,-0.999978,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-15,1.0066412869491614e-05,1.8865553101932164e-06,0.9999880790710449,-0.999978,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-17,0.00015030737267807126,0.500006914138794,0.4998427927494049,-0.4996925,2.0,0.5,0.0,0.0,0.70666814,-0.05472794405480653
AMD,2024-07-18,0.48812249302864075,0.007224550005048513,0.5046529769897461,-0.016530454,2.0,0.0,0.5,0.0,1.3704082,-0.05472794405480653
AMD,2024-07-25,5.970992424408905e-05,0.014325217343866825,0.9856151342391968,-0.9855554,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-26,0.015373027883470058,0.013202746398746967,0.9714241623878479,-0.9560511,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-27,0.015373041853308678,0.013202751986682415,0.9714241623878479,-0.9560511,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-28,0.015373027883470058,0.013202746398746967,0.9714241623878479,-0.9560511,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-29,8.125142016979225e-07,0.9999407529830933,5.837866410729475e-05,-5.756615e-05,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-30,5.349653164898882e-09,1.0,3.26830673635925e-09,2.0813464e-09,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-07-31,4.733101466314338e-09,1.0,6.220580939242382e-09,-1.4874796e-09,2.0,0.5,0.5,0.0,5.0470823e-09,-0.05472794405480653
AMD,2024-08-01,0.006533253472298384,0.5727375745773315,0.4207291901111603,-0.41419595,8.0,0.125,0.25,0.0,0.47057894,3.951357560757038
AMD,2024-08-05,4.932760475639952e-06,4.5288373939911253e-07,0.9999946355819702,-0.9999897,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-08-08,2.944569587270962e-06,0.9999791383743286,1.7870697774924338e-05,-1.4926129e-05,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-08-10,0.01264746580272913,0.9010667204856873,0.08628582209348679,-0.07363835,2.0,0.0,0.0,0.0,0.10414037,-0.05472794405480653
AMD,2024-08-13,6.183661753311753e-06,0.5005139708518982,0.49947986006736755,-0.4994737,2.0,0.5,0.5,0.0,0.7063624,-0.05472794405480653
AMD,2024-08-15,3.297732575902046e-08,1.0,2.4557062161534304e-08,8.420264e-09,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-08-19,3.829983143077698e-06,0.9987804293632507,0.001215717289596796,-0.0012118873,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-08-20,0.02115473710000515,0.14874596893787384,0.8300992846488953,-0.8089445,6.0,0.16666666666666666,0.0,0.0,0.3303081,2.615995725819756
AMD,2024-08-21,0.031630564481019974,0.011215235106647015,0.9571541547775269,-0.92552364,4.0,0.5,0.0,0.0,0.087002456,1.2806338908824748
AMD,2024-08-23,1.2449643691070378e-05,0.49990466237068176,0.5000828504562378,-0.50007045,2.0,0.0,0.0,0.0,0.7069848,-0.05472794405480653
AMD,2024-08-24,0.0016730265924707055,0.6603131890296936,0.33801373839378357,-0.3363407,3.0,0.0,0.3333333333333333,0.0,0.57442,0.6129529734138341
AMD,2024-08-25,0.1370537132024765,0.5025240182876587,0.3604222536087036,-0.22336853,2.0,0.0,0.0,0.0,0.31589028,-0.05472794405480653
AMD,2024-08-29,0.1370537132024765,0.5025240182876587,0.3604222536087036,-0.22336853,2.0,0.0,0.0,0.0,0.31589028,-0.05472794405480653
AMD,2024-08-31,0.4853847026824951,0.00026583188446238637,0.5143494009971619,-0.028964728,2.0,0.0,0.0,0.0,1.3726584,-0.05472794405480653
AMD,2024-09-01,0.015373027883470058,0.013202746398746967,0.9714241623878479,-0.9560511,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-04,0.015373041853308678,0.013202751986682415,0.9714241623878479,-0.9560511,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-06,1.7177904965137714e-06,0.999875545501709,0.00012270538718439639,-0.0001209876,1.0,1.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-11,0.07291232794523239,0.8501303791999817,0.07695728540420532,-0.0040449575,1.0,0.0,1.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-12,4.900435214949539e-06,0.5001607537269592,0.49983441829681396,-0.49982953,2.0,1.0,0.5,0.0,0.7068657,-0.05472794405480653
AMD,2024-09-13,4.900435214949539e-06,0.5001607537269592,0.49983441829681396,-0.49982953,2.0,1.0,0.5,0.0,0.7068657,-0.05472794405480653
AMD,2024-09-14,1.7211941667483188e-05,0.9999262094497681,5.663219417328946e-05,-3.942025e-05,1.0,0.0,1.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-15,1.7211941667483188e-05,0.9999262094497681,5.663219417328946e-05,-3.942025e-05,1.0,0.0,1.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-17,1.7211941667483188e-05,0.9999262094497681,5.663219417328946e-05,-3.942025e-05,1.0,0.0,1.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-20,2.9239810572789793e-08,0.9999997615814209,2.5875570486277866e-07,-2.2951589e-07,1.0,0.0,0.0,0.0,0.0,-0.7224088615234472
AMD,2024-09-21,0.00019559050269890577,0.6596108078956604,0.34019362926483154,-0.33999804,3.0,0.3333333333333333,0.0,0.0,0.57130843,0.6129529734138341
AMD,2024-09-22,0.00019559038628358394,0.6596108078956604,0.34019362926483154,-0.33999804,3.0,0.3333333333333333,0.0,0.0,0.57130843,0.6129529734138341
ASML,2024-04-04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASML,2024-04-08,4.569627435557777e-06,5.249964374343108e-07,0.9999949932098389,-0.9999904,1.0,0.0,0.0,0.0,0.0,-0.53748384988657
ASML,2024-04-09,0.0004963662358932197,0.5002967715263367,0.4992068409919739,-0.49871048,2.0,0.0,0.0,0.0,0.705283,1.0749676997731403
ASML,2024-04-17,0.000159433126100339,5.507263722392963e-06,0.9998350143432617,-0.9996756,1.0,0.0,0.0,0.0,0.0,-0.53748384988657
ASML,2024-04-18,0.6338841319084167,0.00037598717608489096,0.3657398223876953,0.26814434,3.0,0.0,0.3333333333333333,0.0,1.0975446,2.687419249432851
ASML,2024-04-20,0.9669740200042725,0.0011043957201763988,0.03192150220274925,0.9350525,1.0,0.0,0.0,0.0,0.0,-0.53748384988657
