,EW Daily,EW Monthly,Momentum,Sentiment,Random
Cumulative Return,3.9948673454662664,3.9948673454662664,17.872790294223527,0.32797232506437046,0.22527438176092707
Annualized Return,0.7683902506656712,0.7683902506656712,1.8326640996558923,0.10576269145453754,0.07466370345593543
Volatility,0.317255073107996,0.317255073107996,0.3389399905830683,0.14150307841435228,0.19945077801622743
Sharpe,2.421995157203067,2.421995157203067,5.407045939026597,0.7474232549545036,0.37434651395473995
Max Drawdown,-0.2897379421732868,-0.2897379421732868,-0.27603392611784594,-0.12221919202725218,-0.3090199698546805
