ticker,date,ret_1d,mom5,mom20,vol5,senti_pos,senti_neu,senti_neg,senti_score,senti_count,senti_count_z,pct_ai_news,pct_chip_news,pct_reg_news,news_volatility,senti_score_z,senti_count_roll_z,news_volatility_z,adj_close
AAPL,2023-01-03,-1.608664334666645,-1.0168182935849963,-1.6874578997755658,0.6098981267051394,0.1084791794419288,0.4198006689548492,0.4717201292514801,-0.36324096,12.0,-0.4062224207020377,0.0833333333333333,0.1666666666666666,0.0,0.62156683,0.0,0.0,0.0,123.633
AAPL,2023-01-04,0.5098722429904984,-0.4994507001076353,-1.486323716978683,0.7513309390835159,0.1666264533996582,0.2007198929786682,0.6326536536216736,-0.46602723,39.0,1.1778639402049873,0.0769230769230769,0.0256410256410256,0.0,0.6697792,0.0,0.0,0.0,124.907
AAPL,2023-01-05,-0.4188934706372705,-0.053446186673327,-1.3158122175337874,0.382928816110381,0.0948264747858047,0.2147455513477325,0.6904280185699463,-0.5956015,26.0,0.4151556923608642,0.1153846153846153,0.0384615384615384,0.0384615384615384,0.63710713,0.0,0.0,0.0,123.584
AAPL,2023-01-06,1.6698980171156383,0.1246692804481195,-0.7613371672256558,0.6764234764212781,0.2109272480010986,0.1049350351095199,0.6841377019882202,-0.47321042,20.0,0.0631365010481919,0.1,0.05,0.0,0.80293244,0.0,0.0,0.0,128.13
AAPL,2023-01-09,0.2181261566654305,0.157203451637041,-0.8461395711822037,0.677067674223532,0.0018283383687958,0.472675621509552,0.5254960060119629,-0.5236677,4.0,-0.8755813424522673,0.0,0.0,0.0,0.5487896,0.0,0.0,0.0,128.654
AAPL,2023-01-10,0.2339880590980112,1.1118916654537585,-0.7538146858000968,-0.42078892525822,0.1978057473897934,0.213432490825653,0.5887617468833923,-0.390956,24.0,0.2978159619233068,0.0833333333333333,0.0833333333333333,0.0,0.7716047,0.0,0.0,0.0,129.228
AAPL,2023-01-11,0.9665503173642562,1.3472031775369913,-0.6995596876439524,-0.3302466351192742,0.1279510855674743,0.2956275343894958,0.5764213800430298,-0.4484703,26.0,0.4151556923608642,0.0384615384615384,0.1153846153846153,0.0,0.66173667,0.0,0.0,0.0,131.956
AAPL,2023-01-12,0.0093434941781418,1.567390012239417,-0.7770822830480999,-0.6197287977341017,0.1378424018621444,0.1264060139656067,0.7357515692710876,-0.59790915,25.0,0.3564858271420855,0.08,0.04,0.04,0.6700327,0.0,0.0,0.0,131.878
AAPL,2023-01-13,0.481808588583208,0.9599855543026088,-0.4830017042516453,-1.4121832791913431,0.0964131727814674,0.327036052942276,0.5765507817268372,-0.4801376,21.0,0.1218063662669706,0.0476190476190476,0.0952380952380952,0.0,0.6601994,0.0,0.0,0.0,133.211
AAPL,2023-01-17,0.4176648594547543,1.0597985514673138,0.1834219962680945,-1.4360884578397135,0.1864488422870636,0.3732386827468872,0.4403124749660492,-0.25386363,15.0,-0.2302128250457015,0.0666666666666666,0.0,0.0666666666666666,0.7232413,0.0,0.0,0.0,134.378
AAPL,2023-01-18,-0.2066541173835588,0.832845742243626,0.2965117211023103,-1.19114840910208,0.1067645102739334,0.1010215729475021,0.7922139763832092,-0.68544936,22.0,0.1804762314857493,0.0909090909090909,0.0454545454545454,0.0,0.6259477,0.0,0.0,0.0,133.657
AAPL,2023-01-19,0.0474052926858987,0.373444102326353,0.4982385041101783,-1.5864369613846991,0.157192513346672,0.3014989197254181,0.541308581829071,-0.38411605,24.0,0.2978159619233068,0.0833333333333333,0.0,0.0,0.7054142,0.0,0.0,0.0,133.716
AAPL,2023-01-20,0.8739266753799395,0.8051909870454805,0.7399817479280248,-1.2681177520739044,0.1987519562244415,0.2714379727840423,0.5298100709915161,-0.33105814,21.0,0.1218063662669706,0.1904761904761904,0.0,0.0952380952380952,0.7699763,0.0,0.0,0.0,136.286
AAPL,2023-01-23,1.0554524394173233,1.0956947481355386,0.7308255331634348,-0.971766647801958,0.2877347767353058,0.1428653299808502,0.569399893283844,-0.28166512,7.0,-0.6995717467959311,0.1428571428571428,0.1428571428571428,0.0,0.94289,0.0,0.0,0.0,139.487
AAPL,2023-01-24,0.4568038832185506,1.1164836383002308,1.160097229701853,-0.9735050905976428,0.1188160106539726,0.3640456199645996,0.5171383619308472,-0.39832237,28.0,0.5324954227984217,0.1071428571428571,0.0,0.0,0.66921914,0.0,0.0,0.0,140.891
AAPL,2023-01-25,-0.1975452096270598,1.12336697511042,1.1259305729947573,-1.0010471014075497,0.1302496939897537,0.1868175864219665,0.6829327344894409,-0.552683,23.0,0.239146096704528,0.0869565217391304,0.0,0.0434782608695652,0.71918124,0.0,0.0,0.0,140.229
AAPL,2023-01-26,0.6619420811517124,1.4409718454046088,1.4914947592838137,-1.127751073776462,0.2863101363182068,0.1531405001878738,0.5605493187904358,-0.2742392,21.0,0.1218063662669706,0.1428571428571428,0.0476190476190476,0.0,0.8911555,0.0,0.0,0.0,142.305
AAPL,2023-01-27,0.6098784641869646,1.3036364228478017,2.078374684337041,-1.19758191646439,0.2180246263742447,0.3049674034118652,0.4770079851150512,-0.25898337,23.0,0.239146096704528,0.1304347826086956,0.0,0.0869565217391304,0.80121106,0.0,0.0,0.0,144.254
AAPL,2023-01-30,-0.8807615684866499,0.3164238461721838,1.411897037114489,-0.6912605675791341,0.2100258320569992,0.2114204913377761,0.5785536766052246,-0.3685279,10.0,-0.523562151139595,0.0,0.0,0.0,0.8199061,0.0,0.0,0.0,141.358
AAPL,2023-01-31,0.4236001798979302,0.2971569765569989,1.4846296690404923,-0.6984505433746592,0.1540889590978622,0.1462231278419494,0.6996878981590271,-0.545599,34.0,0.8845146141110938,0.2058823529411764,0.0,0.088235294117647,0.6853636,0.0,0.0,0.0,142.632
